candidate_id,Start time,End time,Email address,I confirm that I have read the above information and acknowledge it.,"Do you consent to the processing of personal data regarding your email address for the purpose of carrying out the research project titled ""XPM: eXplainable Predictive Maintenance"" and archiving, in accordance with the European Parliament and Council Regulation (EU) 2016/679 of April 27, 2016 (General Data Protection Regulation) and in accordance with the information clause attached to your consent?",Do you consent to participate in the survey?,How would you rate your knowledge about wild edible and poisonous mushrooms?,How do you primarily recognize wild edible mushrooms?,How can you mainly recognize wild poisonous or inedible mushrooms?  ,Where does your knowledge about wild mushrooms come from?  ,Do you ever collect wild mushrooms?,I do not have objections to:,"What are your skills in data visualization, such as creating charts, infographics, etc.? (Select up to two answers).",How do you rate your skills in data analysis?  ,Where do you have your skills in data visualization from?  ,What features should a well-made data visualization have in your opinion?,"Based on the chart, are you able to determine the features that most often appear on its right side and suggest a strong influence on classifying the mushroom as poisonous? Please respond and provide these features.  ","Looking at the following visualization, are you able to determine which changes in characteristics, according to the counterfactual analysis, have the greatest impact on changing the classification of a mushroom from poisonous to edible or vice versa? Please answer by describing these changes.",Provide the name(s) of the study program(s) you are currently enrolled in:,"Do you consent to participate in testing XAI techniques? You can withdraw later if you change your mind. The research will be conducted from December 19, 2023, to February 25, 2024, at the Faculty of Management and Social Communication at Jagiellonian University, in the Institute of Information Studies at Jagiellonian University. If you give preliminary consent, we will ask you to provide a contact email address to which we will send a form for scheduling a specific date and time for the study. Participants in the qualitative research will receive gifts.",participant_id,comment
71,1.29.24 12:22:54,1.29.24 12:33:38,anonymous,I confirm.,I consent.,Yes.,Low.  ,A sponge appears under the cap.,"Under the cap appears a plEatinged structure, although, for example, chanterelles have plEatings, and they are edible.  ","I read books, guides, but mostly I go mushroom picking with someone who has more knowledge than I do.  ","Yes, often.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret simple visualizations.;,High.  ,Studies;  ,Readable  ,"Height of the stem in cm, diameter of the cap, width of the stem, changes color or exudes milk in reaction to damage... Gill density ","Certainly, the height of the stem; the taller, the more likely it is to be a poisonous mushroom.  ",Media and Advertising Management  ,No.,,
72,1.29.24 17:30:24,1.29.24 17:50:06,anonymous,I confirm.,I consent.,Yes.,I have no knowledge on this subject.  ,By the fact that they are found in guides that indicate which mushrooms can and cannot be Eatingen.,By white spots on the caps.  ,From biology classes in elementary school.  ,"No, never.  ",Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can interpret advanced visualizations.;I can create simple visualizations.;,High.  ,Studies; Work;  ,Readable and containing all the most important information for third parties in an understandable way  ,Top 2 are the most influential in determining whether the mushroom is poisonous  ,No  ,Journalism and Social Communication  ,No.,,
73,1.29.24 18:08:22,1.29.24 18:20:35,anonymous,I confirm.,I consent.,Yes.,Average.  ,"By the specific foam under the cap; however, some of them are still poisonous.",Gills under the cap.  ,"Passed down by the family, YouTube videos.  ","No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can interpret simple visualizations.;I can create simple visualizations.;,Average.  ,Technical school;  ,"Value, transparency  ","I’m filling out a survey on my phone, and it is unreadable for me.  ",No  ,Information Management  ,No.,,
75,1.30.24 11:33:03,1.30.24 11:39:00,anonymous,I confirm.,I do not consent..,Yes.,I have no knowledge on this subject.  ,By the tubes (edible).,"By the mushroom's cap or gills, which indicate they are usually inedible mushrooms.  ",From my dad.  ,"Yes, rarely.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,Clear  ,"Height of the stem,  ",No  ,Advertising and Media Management  ,No.,,
76,1.30.24 12:09:21,1.30.24 12:11:08,anonymous,I confirm.,I consent.,Yes.,Average.  ,By the mycelium.,By the color of the cap.  ,From books.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;,Average.  ,Work;  ,"transparent, colorful  ",No  ,No  ,Media and Advertising Management  ,Yes.,,
77,1.30.24 13:52:45,1.30.24 14:00:30,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,"I have no idea. I know what a porcini looks like, but knowing my luck, I would still misYese it and pick something inedible.","If it is red and has spots, it means it is inedible.  ",From mushroom picking trips with family.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,be well readable with a good legend  ,No  ,No  ,Media and Advertising Management  ,No.,,
79,1.30.24 16:53:34,1.30.24 17:12:53,anonymous,I confirm.,I consent.,Yes.,High.  ,By whether the cap has a sponge or gills.,By the gills.  ,Family tradition passed down.  ,"Yes, often.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create advanced visualizations.;I can interpret advanced visualizations.;,High.  ,Studies; Work;  ,"simple and intuitive to interpret, and at the same time fully exhaustive of the topic  ",Height of the stem  ,No  ,Cognitive Science  ,No.,,
80,1.30.24 18:02:34,1.30.24 18:15:44,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,By the fact that they have gills??????,By the fact that it is a toadstool.  ,I don’t have that knowledge.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,Colors  ,"Tall stem, thin stem, small or medium cap diameter  ","Wide shiny stem, without a veil?  ",Cognitive Science  ,No.,,
81,1.30.24 20:35:08,1.30.24 20:40:02,anonymous,I confirm.,I consent.,Yes.,High.  ,"By color, whether they turn blue when touched, whether they have gills, whether they leave a bitter taste on the tongue.","By color, gills, bitter aftertaste on the tongue.  ",From grandma.  ,"Yes, rarely.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;Eatinging mushrooms bought in a store.;,I cannot create visualizations.;,Average.  ,I don't have such skills.;  ,"Clear, transparent, well-organized  ","I don’t know, height of the stem, diameter of the cap, width of the stem  ",The way the gills attach to the stem.  ,"Law, Intercultural Relations  ",No.,,
85,1.30.24 21:37:09,1.30.24 21:48:14,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,"I might recognize a champignon and a chanterelle, but I'd rather say that I don't recognize mushrooms at all.","It looks like a toadstool, but all mushrooms should be trEatinged as inedible if you're not sure whether it's edible.  ","I don’t have that knowledge, except for general knowledge like ""don't Eating the fly agaric.""  ","No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret advanced visualizations.;,Average.  ,"Studies; I like statistics, so while reviewing reports, I've seen a bit of this;  ","readability, well-described legend, no unnecessary embellishments, adapted to the target audience.  ","Tall stem, small stem diameter, changes color and exudes milk after damage.  ",,"Film Studies, Culture and Media Management  ",No.,,
86,1.30.24 21:44:01,1.30.24 21:51:25,anonymous,I confirm.,I consent.,Yes.,High.  ,"In simple terms, mushrooms with a sponge tend to be edible more often than those with gills. You can also taste the mushroom with your tongue—if it is bitter, astringent, or stinging, it is better to leave it in the forest. I only pick the species I know well, and I prefer to learn new ones under the supervision of someone more experienced.","They are more likely to have gills than pores, leave a bitter taste on the tongue, sometimes smell bad. As a precaution, I classify all mushrooms I don't recognize as inedible.  ","My granddad was a forester for many years. I live in the mountains, and mushroom picking, berry picking, and other forest gifts are a family tradition here. My granddad and mom showed me edible species that I collect.  ","Yes, often.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I cannot create visualizations.;I can interpret simple visualizations.;,Average.  ,I don't have such skills.;  ,It should be readable and aesthetically acceptable  ,Height of the stem  ,No  ,Slavic Philology  ,No.,,
87,1.30.24 21:57:54,1.30.24 22:08:57,anonymous,I confirm.,I consent.,Yes.,I have no knowledge on this subject.  ,By appearance.,By taste.  ,I don’t have much.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret advanced visualizations.;,High.  ,I don't want to answer.;  ,data density and its intuitive assimilation  ,Mushroom dimensions  ,"The graphic is not sufficiently described for me, I won't pretend, but the answer is ""features with a star.""  ",Cognitive Science II degree  ,Yes.,,
88,1.30.24 21:35:32,1.30.24 23:11:36,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,"Color, lack of gills undernEatingh.",Gills from undernEatingh.  ,From family and friends.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Low.  ,Studies;  ,"good database (reliable), appropriate legend, proper method of visualization for the issue  ",The greatest importance is the height of the stem in cm  ,I can't answer this question.  ,"Law, French Philology  ",No.,,
89,1.30.24 23:43:07,1.30.24 23:54:56,anonymous,I confirm.,I consent.,Yes.,High.  ,"Often, the structure of the hymenophore helps differentiate non-poisonous from poisonous mushrooms, but it is not always a guarantee. Many characteristics can be listed—presence of a volva, discoloration when cut, type of forest where it grows.","Again, many fEatingures can be listed, such as the presence of a sac in toadstool-like mushrooms, smell, or color when cut. There is no one characteristic that distinguishes a poisonous mushroom from an edible one.  ","Guides, internet, mushroom forums.  ","Yes, often.  ",Eatinging mushrooms that I have picked myself.;,I can interpret advanced visualizations.;,High.  ,Studies; Work;  ,"readable, lots of data haha  ","Probably this, height, diameter  ",I don't feel like it.  ,Sinology  ,Yes.,,
90,1.31.24 9:52:43,1.31.24 10:07:03,anonymous,I confirm.,I consent.,Yes.,Low.  ,Presence of a sponge under the cap.,Lack of sponge and a shape resembling a toadstool.  ,Mainly from YouTube videos.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,"Transparency, neat visualization appearance  ","Height of the stem, diameter of the cap, width of the stem, changes color or exudes milk in reaction to damage, does not change color or lacks milk  ","Attached gills to the stem, stem width, bulbous base of the stem, shiny surface of the stem, no veil.  ",Applied Informatics  ,No.,,
91,1.31.24 9:51:05,1.31.24 10:12:15,anonymous,I confirm.,I consent.,Yes.,Average.  ,"Pleasant smell, known species.","Where it grows, pleasant smell, pores, familiar species of mushroom.  ","Specific fEatingures of the cap, color and shape of the cap, gills, unpleasant smell.  ","Yes, rarely.  ",Eatinging mushrooms bought in a store.;,I can interpret simple visualizations.;,Average.  ,Work; Studies;  ,"clarity and readability, data representation, aesthetic  ","Yes, the first three features  ",No.  ,Applied Informatics  ,No.,,
92,1.31.24 10:09:11,1.31.24 10:24:48,anonymous,I confirm.,I consent.,Yes.,Average.  ,"There is a sponge under the cap instead of gills (but there are exceptions, so one must be careful).",There is a gill on the underside of the cap.  ,I went mushroom picking with my parents/siblings.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,"Readable, well-scaled, well-described  ","Tall stem, small or medium diameter of the cap, small stem diameter, color change or milk exudation in reaction to damage, does not change color or lacks milk  ","Attached gills to the stem, large stem width, bulbous base of the stem, shiny surface of the stem, hymenophore type without a veil.  ",Applied Informatics  ,No.,,
93,1.31.24 11:11:18,1.31.24 11:17:43,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,By the soft surface on the lower (inner) side of the mushroom.,By the rough surface on the lower (inner) side of the mushroom.  ,From going mushroom picking with more experienced people.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I cannot create visualizations.;I can interpret simple visualizations.;,Low.  ,Studies;  ,"transparency, accuracy  ","Height of the stem in cm, diameter of the cap in cm, width of the stem in mm  ","The way the gills attach is attached, wider stem, bulbous base of the stem, shiny surface of the stem, hymenophore type without a veil.  ",Cognitive Science  ,Yes.,,
94,1.31.24 11:24:18,1.31.24 11:27:48,anonymous,I confirm.,I consent.,Yes.,I have no knowledge on this subject.  ,By the fact that Eatinging them does not lead to dEatingh.,"By Eatinging poisonous mushrooms, a person gets poisoned or dies.  ",I don’t have the knowledge.  ,"No, never.  ",I don't want to answer.;,I can interpret simple visualizations.;I can create simple visualizations.;,Low.  ,Courses; Work;  ,It should be readable  ,Has a tall stem  ,I don't know.  ,Political Science  ,No.,,
95,1.31.24 11:18:41,1.31.24 11:28:27,anonymous,I confirm.,I consent.,Yes.,I have no knowledge on this subject.  ,I don't know.,I don't know; the only poisonous mushroom I know is the toadstool.  ,I don’t have that knowledge.  ,"No, never.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms bought in a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,I can't assess.  ,Studies;  ,"It definitely should be readable, eye-catching, and as simple as possible  ","Height-stem-cm in the range of 0.5 to above 1, diameter-cap-cm has moderate influence on the right side 0.0-0.5, width-stem-mm in the range 0.0 - about 0.20  ","These changes are attached, 40.9, bulbous, shiny, and without a veil.  ",Applied Informatics  ,No.,,
96,1.31.24 10:53:30,1.31.24 11:45:45,anonymous,I confirm.,I consent.,Yes.,Low.  ,Cap.,Gills under the cap.  ,Mushroom guidebook.  ,"No, never.  ",I don't want to answer.;,I can interpret simple visualizations.;I can create simple visualizations.;,Low.  ,I don't have such skills.;  ,readable  ,Height of the stem  ,I am unable to determine.  ,Applied Informatics  ,Yes.,,
97,1.31.24 10:32:18,1.31.24 11:53:09,anonymous,I confirm.,I consent.,Yes.,Low.  ,"Mainly by the lack of gills under the cap (with exceptions like chanterelles), where a ""sponge"" is present.",Mainly by gills under the cap.  ,"Mainly when I was a kid, I went mushroom picking with my parents in the forest.  ","Yes, rarely.  ",Eatinging mushrooms picked by a family member or close friend.;,I can interpret advanced visualizations.;I can create simple visualizations.;,Average.  ,Studies;  ,"Readable, understandable  ","High height of the stem, lower diameter of the cap, average stem width, does not change color or lacks milk, missing gill density, slightly method of gill attachment to the stem: pores, attached and free  ","The way the gills attach to the stem, stem width, base of the stem and its surface, hymenophore type.  ",Applied Informatics  ,No.,,
98,1.31.24 12:09:55,1.31.24 12:16:41,anonymous,I confirm.,I consent.,Yes.,High.  ,"Shape, color, scars, structure, smell, growth environment, growth period.","Shape, color, scars, structure, smell, growth situation, reactions to chemical substances.  ",From my father.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;,I can create advanced visualizations.;I can interpret advanced visualizations.;,High.  ,Courses; Studies;  ,"Understandable, readable, purposeful, aesthetic, interactive (if necessary), correct, customizable.  ",Not able  ,Not able to.  ,Applied Informatics  ,Yes.,,
99,1.31.24 13:58:30,1.31.24 14:02:59,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,They do not have gills under the cap.,They have gills under the cap.  ,"From my grandmother, who told me when I was 5 years old.  ","No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms offered to me by a stranger.;,I can create simple visualizations.;I can interpret simple visualizations.;,High.  ,Studies;  ,should have a readable legend  ,"Unfortunately, I can’t  ","Everything that appears in the ""modified value"" column?  ","Chemistry, Applied Informatics  ",No.,,
100,1.31.24 13:58:43,1.31.24 14:18:25,anonymous,I confirm.,I consent.,Yes.,Low.  ,"UndernEatingh, they have a sponge, not gills.","They have gills undernEatingh, not a sponge.  ","From my girlfriend, who is studying a biology-related field.  ","No, never.  ",Eatinging mushrooms bought in a store.;,I can create simple visualizations.;,I have no skills in this area.  ,I don't have such skills.;  ,It should be readable  ,"Most notably, height of the stem and width of the stem  ","For example, if the stem surface goes from smooth to shiny, or if the stem width increases from 7.18 to 40.09.  ",Applied Informatics  ,No.,,
102,1.31.24 16:47:56,1.31.24 17:09:25,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,I don't know.,I don't know.  ,"Once, when I was around 10 years old, I went mushroom picking with my parents. At that time, my dad tried to pass on his knowledge about mushrooms to me, but unfortunately, I've forgotten much of what he told me.  ","Yes, rarely.  ",Eatinging mushrooms bought in a store.;,I can create advanced visualizations.;I can interpret advanced visualizations.;,Average.  ,Courses;  ,"The form of visualization should be adapted to the data, the visualization should be readable, free of unnecessary embellishments.  ","Yes, height of the stem in cm, diameter of the cap in cm, and width of the stem in mm  ",No.  ,Applied Informatics  ,No.,,
103,1.31.24 17:09:02,1.31.24 17:22:37,anonymous,I confirm.,I consent.,Yes.,Low.  ,"I don't know, probably a higher chance that the brown ones with small caps will be edible compared to others.","I don't know, probably those with large caps or in red will be poisonous.  ","From fairy tales, social media, from family.  ","No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,"Data should be clearly presented, conclusions should be made, interpretation of the data  ",Mushrooms with wider and taller stems are more frequently classified as poisonous  ,"The greatest impact on classification is likely the stem width because its value changed nearly 6 times, also the surface of the stem has an impact.  ",Applied Informatics  ,No.,,
104,2.1.24 13:08:22,2.1.24 13:13:55,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,They look okay.,They look strange.  ,From imagination.  ,"No, never.  ",Eatinging mushrooms that I have picked myself.;Eatinging mushrooms offered to me by a stranger.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms bought in a store.;,I can create advanced visualizations.;I can interpret advanced visualizations.;,Definitely high.  ,Studies; Courses; Work;  ,"readability, it must be understandable  ","Height of the stem, diameter, width  ","It doesn't look very pleasant, but it's possible to understand what is meant.  ",Management  ,No.,,
105,2.1.24 14:17:36,2.1.24 14:35:54,anonymous,I confirm.,I consent.,Yes.,Average.  ,"Shape of the stem, cap color, underside of the cap—whether it has gills or not, shape of the cap—e.g., whether wavy like a saffron milk cap, whether the cap has a sticky skin—like a slippery jack. Whether it releases any juice or latex when the stem or cap is damaged.","Cap color, cap shape, gills or lack of them (e.g., like a mushroom that looks like a saffron milk cap, lacking gills), color of the flesh when cut (for example, a devil's bolete turns blue when cut).  ","From older family members, mushroom guides, from the internet – I google the most important fEatingures of a given mushroom to make sure I’m not misYesen, I also look at photos that help confirm if I picked the right mushroom.  ","Yes, often.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can interpret advanced visualizations.;I can create simple visualizations.;,Average.  ,Studies; Courses; Work;  ,"Ease of reading data, attention-grabbing  ","I think this graphic shows that poisonous mushrooms have a taller stem and smaller cap diameter, but I’m not sure  ","The given graphic does not allow for easy reading of data because it doesn't specify which of these mushrooms is edible and which is poisonous, but you can infer it assuming that the original value is the edible mushroom. Other than that, it is quite clear. I know what specific features to look for: the way the gills attach (edible mushrooms don't have attached gills, while non-edible ones do) and the surface of the stem (smooth for edible, shiny for non-edible).  ","FIC, English Philology  ",Yes.,,
106,2.1.24 14:36:53,2.1.24 14:39:04,anonymous,I confirm.,I consent.,Yes.,I have no knowledge on this subject.  ,I don't know.,I don't know.  ,I don’t have any knowledge.  ,"No, never.  ",Eatinging mushrooms bought in a store.;,I can create simple visualizations.;,Average.  ,Studies; Work;  ,Transparency and simplicity  ,Yes  ,Yes.  ,Law  ,No.,,
107,2.1.24 14:39:51,2.1.24 14:44:16,anonymous,I confirm.,I consent.,Yes.,Average.  ,They do not have stripes under the cap.,They have stripes under the cap. They are red.  ,From home.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,"Transparent, accurate, readable, containing the most important information  ",Yes  ,No.  ,"Psychology, Neurolinguistics  ",Yes.,,
108,2.1.24 15:00:06,2.1.24 15:08:23,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,"They do not have gills. Chanterelles have gills, but chanterelles are quite distinctive.","They have gills, but so-called ""Satan's mushrooms"" don't have them, but they are not very dangerous.  ",From walks with family.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Own interests;  ,It should be readable and not misleading  ,The bottom of the chart shows that the stems should be tall to indicate poisonous mushrooms ,"The way the gills attach to the stem, stem width, the base and surface of the stem, hymenophore type.  ",Film Studies and New Media  ,Yes.,,
109,2.1.24 16:07:27,2.1.24 16:18:01,anonymous,I confirm.,I consent.,Yes.,Average.  ,By the cap not darkening when touched.,By the presence of gills under the cap.  ,From experience wandering through the forest with mushroom pickers.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can interpret simple visualizations.;I can create simple visualizations.;,Average.  ,Studies; Courses;  ,"Readable, transparent  ","Yes, gill density, color change, smaller cap diameter, greater stem height  ",No.  ,Social Policy Management  ,Yes.,,
110,2.1.24 17:36:06,2.1.24 17:39:34,anonymous,I confirm.,I do not consent..,Yes.,Definitely low.  ,I don't know.,They have gills undernEatingh and intense colors.  ,-  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can interpret simple visualizations.;I cannot create visualizations.;,Low.  ,I don't have such skills.;  ,"reliable, simple to understand, colorful  ",height of the stem  ,.  ,Psychology  ,No.,,
111,2.2.24 5:36:26,2.2.24 5:42:07,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,"By the sponge under the cap, unless it's a chanterelle—I am not afraid of confusing chanterelles.",By the gills under the cap.  ,From my dad with whom I picked mushrooms as a child.  ,"No, never.  ",Eatinging mushrooms bought in a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,Readable  ,height of the stem  ,I totally don’t see the change between classification from edible to poisonous and vice versa.  ,Film Studies and Knowledge of New Media  ,Yes.,,
113,2.2.24 10:16:55,2.2.24 10:57:44,anonymous,I confirm.,I consent.,Yes.,I have no knowledge on this subject.  ,I don't know.,I don't know.  ,I don’t have that knowledge.  ,"No, never.  ",Eatinging mushrooms bought in a store.;,I can interpret simple visualizations.;I cannot create visualizations.;,Low.  ,I don't have such skills.;  ,"It should be as simple and readable as possible so that conclusions can be quickly drawn. The recipient should quickly understand the information being conveyed. It should not raise interpretational doubts. It should be consistent and contain the most important data. It should not be ""overloaded"" with data. It should also be aesthetically pleasing graphically.  ","The first three features appear most often, and the strongest influence on classifying the mushroom as poisonous is the height of the stem  ","I am unable to determine, I don’t understand this visualization.  ","Department of Translation Studies at Jagiellonian University, postgraduate studies for interpreters  ",Yes.,,
114,2.2.24 11:13:05,2.2.24 11:20:56,anonymous,I confirm.,I consent.,Yes.,Average.  ,"By the color of the underside, by the spots on top, or simply because I recognize them by sight.","Mainly by the structure of their underside, maybe because they secrete some fluids or are atypical, sometimes by recognizing the species.  ",Mainly from school and from the experience of going mushroom picking as a child with my dad.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies; Work;  ,"It should be easy to read, properly labeled, well-grouped data  ","height of the stem, diameter of the cap, width of the stem, color change, and exuding milk  ",I have no idea what I’m looking at.  ,Media and Advertising Management  ,No.,,
115,2.2.24 14:16:06,2.2.24 14:22:55,anonymous,I confirm.,I consent.,Yes.,Low.  ,"Shape, color, and distinguishing fEatingures.",Smell.  ,From elementary school and high school.  ,"No, never.  ",Eatinging mushrooms bought in a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,I can't assess.  ,Studies;  ,"Transparency, clarity, simplicity  ","height of the stem, diameter of the cap  ",I can't say.  ,Information Management  ,No.,,
117,2.2.24 18:32:47,2.2.24 18:41:59,anonymous,I confirm.,I consent.,Yes.,Average.  ,"By structure, taste, appearance.","Appearance, structure.  ",From school and from family.  ,"Yes, often.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I cannot create visualizations.;I cannot interpret visualizations.;,Average.  ,I don't have such skills.;  ,"Transparency, accuracy.  ","Yes. The features are: height of the stem, diameter of the cap, width of the stem, changes color or exudes milk in reaction to damage, does not change color or lacks milk, gill depth.  ",I can't assess it.  ,Pedagogy  ,No.,,
118,2.2.24 18:42:09,2.2.24 18:53:38,anonymous,I confirm.,I consent.,Yes.,Low.  ,By the cap.,By the cap.  ,From school.  ,"No, never.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms bought in a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,Low.  ,School;  ,"Legend, appropriate color scheme, and transparency.  ","Yes. The features are: height of the cap, diameter of the cap, width of the stem.  ",I am unable to determine.  ,Pedagogy  ,No.,,
119,2.2.24 18:53:52,2.2.24 18:59:38,anonymous,I confirm.,I consent.,Yes.,Low.  ,"Cap, appearance, structure, color, smell, taste.","Color, structure, taste, appearance.  ","School, guides.  ","Yes, often.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I cannot interpret visualizations.;I cannot create visualizations.;,Low.  ,Work; School; Studies;  ,"Legend, appropriate markings, color scheme, transparency, accurate data presentation.  ","Yes, using colors. The features are: height of the stem, diameter of the cap, width of the stem, changes color or exudes milk in reaction to damage, does not change color or lacks milk, gill density, method of gill attachment to the stem.  ","Unfortunately, I am unable to determine.  ",Pedagogy  ,No.,,
120,2.2.24 17:40:51,2.2.24 19:14:16,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,By the spongy underside of the mushroom.,By the gills on the underside of the mushroom.  ,"From parents, grandparents.  ","No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Definitely low.  ,Studies;  ,"readable, understandable for the recipient  ",height of the stem  ,"The way the gills attach to the stem, base of the stem, hymenophore type.  ",Applied Informatics  ,No.,,
121,2.3.24 11:21:13,2.3.24 11:24:21,anonymous,I confirm.,I consent.,Yes.,High.  ,By the cap.,By the cap.  ,From experience.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;Eatinging mushrooms offered to me by a stranger.;,I can interpret advanced visualizations.;,Average.  ,Studies; Work;  ,transparency  ,physical parameters  ,Those with a star.  ,-----  ,Yes.,,
122,2.3.24 17:07:23,2.3.24 17:30:43,anonymous,I confirm.,I consent.,Yes.,I can't assess.  ,"I don't know, I've never been mushroom picking. By how they are labeled in the store, haha.",Same as above.  ,"I don’t really have that knowledge, maybe from family members.  ","No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can interpret advanced visualizations.;I can create simple visualizations.;,High.  ,Studies; Work;  ,It should definitely be well described  ,"Large stem height, rather small stem width, and the cap diameter is hard to interpret unambiguously  ","The stem surface changes from smooth to shiny, the way the gills attach -> change to attached, base of the stem -> change to bulbous, hymenophore type -> change to without veil, stem width changes from smaller to larger.  ","Psychology, Cognitive Science  ",Yes.,,
